transaction_count,account_balance,transaction_frequency_sent,transaction_frequency_received,unique_contacts_sent,unique_contacts_received,avg_value_sent,avg_value_received,total_ether_sent,total_ether_received,contract_creation,fraud_label
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.00021,0.0,1451.1,1,2,3.3997900000000003,1.7,3.3997900000000003,3.4,0,1
14,0.003678013,3646.52,26331.65,1,8,0.0156949999999999,0.012231,0.094172226,0.097850239,0,1
4,0.000696845,89691.52,162.53,2,2,0.047599,0.047947,0.09519745,0.095894295,0,1
9,0.010861,235.39,2703.37,2,6,1.383792,0.396921,2.76758326,2.77844426,0,1
3,0.000399,0.0,0.57,1,1,3.767123,1.883761,3.767123228,3.767522228,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.001,0.0,247.29,1,2,1.77,0.8855,1.77,1.771,0,1
3,6.3e-05,0.0,12326.24,1,2,0.264099,0.132081,0.264098722,0.264161725,0,1
2,0.00126,0.0,0.0,1,1,0.99874,1.0,0.99874,1.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
8,0.0008609999999999,0.0,12.64,1,6,4.346799,0.6210939999999999,4.34679883,4.34765983,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
5,0.00776747,0.0,48.77,1,4,5.67,1.419442,5.67,5.67776747,0,1
1,0.05,0.0,0.0,0,1,0.0,0.05,0.0,0.05,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.00042,0.0,0.0,1,1,2.49958,2.5,2.49958,2.5,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
4,0.0008609999999999,0.0,580.93,1,2,2.0457560000000004,0.6822060000000001,2.04575649,2.04661749,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.0008609999999999,0.0,3506.82,1,2,0.199139,0.1,0.199139,0.2,0,1
2,8.4e-05,0.0,0.0,1,1,0.003349,0.003433,0.003349,0.003433,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
9,0.00189,11955.46,561.5,3,6,1.336073,0.668351,4.00821899,4.01010899,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
11,0.00296421,362.93,3924.17,6,5,0.748167,0.898393,4.489,4.49196421,0,1
12,0.000924,356.08,1365.94,2,2,0.209903,1.049979,2.099034,2.099958,0,1
3,0.0008609999999999,0.0,416.13,1,2,1.064838,0.532849,1.06483777,1.06569877,0,1
13,0.011246661,7321.26,386.13,3,7,1.077333,0.324325,3.232,3.243246661,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.000798,0.0,0.0,1,1,0.5990340000000001,0.5998319999999999,0.5990340000000001,0.5998319999999999,0,1
2,0.001,0.0,0.0,1,1,0.7102,0.7112,0.7102,0.7112,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
17,0.004255242,36059.35,15639.14,3,11,0.3036,0.126855,1.518,1.522255242,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.000483,0.0,0.0,1,1,0.499517,0.5,0.499517,0.5,0,1
5,0.00042,0.0,43.68,1,4,3.499538,0.8749889999999999,3.499538,3.4999580000000003,0,1
4,0.01,0.0,135.08,1,3,3.49,1.166667,3.49,3.5,0,1
6,0.00105,0.0,146.71,1,5,2.668061,0.533822,2.66806126,2.66911126,0,1
4,0.01343106,5065.18,6674.5,2,2,1.175,1.181716,2.35,2.36343106,0,1
9,0.00144901,1113.11,1342.5,3,6,1.380846,0.6906640000000001,4.14253797,4.14398698,0,1
2,0.000147,0.0,0.0,1,1,0.009853,0.01,0.009853,0.01,0,1
15,0.01349137,1518.99,2683.08,4,9,1.0375,0.378499,4.15,4.16349137,0,1
65,0.0651962,8198.76,5778.2,9,54,0.404997,0.0662529999999999,3.64497175,3.71016795,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
10,0.001533,42314.28,0.64,8,2,0.148558,0.595,1.188467,1.19,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
15,0.00183532,3060.66,1426.78,4,5,0.067444,0.101473,0.60699999,0.60883531,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
12,0.008925,2592.42,1702.87,5,6,0.675063,0.67655,4.05037744,4.05930244,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.999139,1.0,0.999139,1.0,0,1
27,0.011,12214.38,766.83,1,12,0.071,0.00612,0.142,0.153,0,1
4,0.0008609999999999,0.0,8.81,1,3,1.224139,0.408333,1.224139,1.225,0,1
9,0.002415,143.27,95.03,1,4,0.537601,0.672605,2.688005,2.69042,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
7,0.0008609999999999,0.0,74.78,1,6,3.955293,0.659359,3.95529315,3.95615415,0,1
7,0.0008609999999999,0.0,131.89,1,6,3.097336,0.516366,3.09733639,3.09819739,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
4,0.000441,0.0,8.56,1,3,4.999559,1.666667,4.999559,5.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
5,0.000735,16569.18,42021.68,2,2,0.070088,0.1055,0.210265,0.211,0,1
6,0.000483,0.0,774.18,1,4,2.523901,0.504877,2.52390117,2.52438417,0,1
2,0.000315,0.0,0.0,1,1,0.4996850000000001,0.5,0.4996850000000001,0.5,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.010861,0.0,0.0,1,1,2.129139,2.14,2.129139,2.14,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.0017219999999999,11615.11,0.0,2,1,0.124139,0.25,0.248278,0.25,0,1
41,0.011865,1681.21,5492.54,7,19,0.135004,0.106172,2.430080804,2.441945804,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.4991390000000001,0.5,0.4991390000000001,0.5,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.005,144.73,0.0,2,1,0.2475,0.5,0.495,0.5,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.020407,0.021268,0.02040679,0.02126779,0,1
10,0.012,162.82,487.94,3,3,0.053143,0.128,0.3720000000000001,0.384,0,1
8,0.00105,0.0,194.82,1,7,4.194916,0.599424,4.1949156180000005,4.195965618,0,1
2,5.08e-05,0.0,0.0,1,1,0.509949,0.51,0.50994918,0.51,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.010397,0.011258,0.010397355,0.011258355,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
16,0.001932,2299.64,808.98,2,10,0.505767,0.16875,2.023068,2.025,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.00105,0.0,36.88,1,2,1.921128,0.961089,1.92112811,1.92217811,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.001861,8524.49,0.0,2,1,0.035667,0.073195,0.07133402,0.07319502,0,1
8,0.000672,523.17,6686.35,2,4,0.923686,0.554346,2.77105943,2.77173143,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.000441,0.0,0.0,1,1,2.999559,3.0,2.999559,3.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
13,0.00609869,427.43,762.99,1,9,2.115,0.3851,4.23,4.23609869,0,1
5,0.000966,617.67,27.1,2,3,0.500017,0.333667,1.000034,1.001,0,1
3,0.002079,0.0,11425.33,1,2,1.097921,0.55,1.097921,1.1,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.001,0.0,0.0,1,1,1.019,1.02,1.019,1.02,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
9,0.002079,0.0,202.16,1,7,4.3014470000000005,0.537941,4.301447288,4.3035262880000005,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.000966,4262.01,0.0,2,1,0.999517,2.0,1.999034,2.0,0,1
2,0.000126,0.0,0.0,1,1,0.5098739999999999,0.51,0.5098739999999999,0.51,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.00189,383.44,0.0,1,1,0.258885,0.51966,0.51776969,0.51965969,0,1
5,0.00208048,0.0,551.42,1,4,5.07557,1.269413,5.07557,5.07765048,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
6,0.000210005,0.0,1825.02,1,5,3.5315540000000003,0.706353,3.53155436,3.531764365,0,1
4,0.0002,83136.59,36.92,2,2,1.1249,1.125,2.2498,2.25,0,1
3,0.0003,0.0,128.6,1,2,0.1497,0.075,0.1497,0.15,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
5,0.0008609999999999,0.0,29.62,1,4,2.934812,0.7339180000000001,2.934812,2.935673,0,1
79,0.023961516,5933.17,12814.28,38,34,0.048362,0.045408,1.837748184,1.8617097,0,1
2,0.01,0.0,0.0,1,1,0.69,0.7,0.69,0.7,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.005,0.0,109.52,1,2,0.5,0.2525,0.5,0.505,0,1
3,0.015,0.0,318.17,1,2,0.29,0.1525,0.29,0.305,0,1
4,0.000966,162.08,188.82,2,2,0.249522,0.250005,0.499044,0.5000100000000001,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.665614,0.666475,0.66561388,0.66647488,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
4,0.004275751,3323.73,0.0,2,1,0.003954,0.0161389999999999,0.011863249,0.0161389999999999,0,1
11,0.002436,5236.28,888.42,2,5,2.330792,0.518224,4.66158339,4.66401939,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.000966,393.72,0.0,2,1,0.247017,0.495,0.494034,0.495,0,1
11,0.0008609999999999,0.0,13.65,1,9,5.070349,0.507121,5.07034868,5.07120968,0,1
4,0.000966,63.51,4.33,2,2,0.496517,0.4970000000000001,0.993034,0.994,0,1
7,0.0008609999999999,0.0,3051.92,1,6,4.853997,0.8091430000000001,4.85399685,4.85485785,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0002205,0.0,0.0,1,1,0.516779,0.517,0.5167795000000001,0.517,0,1
3,0.00093169,69207.69,0.0,2,1,0.499534,1.0,0.99906831,1.0,0,1
3,0.000441,0.0,87.31,1,2,2.151973,1.076207,2.15197339,2.15241439,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
4,0.000483,0.0,6298.32,1,3,2.599517,0.866667,2.599517,2.6,0,1
3,0.01,17493.38,0.0,1,1,0.0,0.01,0.0,0.01,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
32,0.001477897,261.89,1986.57,2,4,0.007873,0.007965,0.125964156,0.127442053,0,1
2,0.000315,0.0,0.0,1,1,0.6396850000000001,0.64,0.6396850000000001,0.64,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.509139,0.51,0.509139,0.51,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
4,0.001271,0.0,508.74,1,3,0.8687290000000001,0.29,0.8687290000000001,0.87,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
8,0.002079,0.0,100.37,1,7,3.137142,0.44846,3.13714185,3.13922085,0,1
5,0.0008609999999999,0.0,42.21,1,3,4.109139,1.0275,4.109139,4.11,0,1
8,0.003444,12745.43,543.58,4,4,0.873725,0.8745860000000001,3.49490168,3.49834568,0,1
2,5e-05,0.0,0.0,1,1,0.0,5e-05,0.0,5e-05,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.000483,0.0,7598.36,1,2,0.349517,0.175,0.349517,0.35,0,1
19,0.000487276,25349.87,9440.04,3,14,0.014381,0.003867,0.057522724,0.05801,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0005,0.0,0.0,1,1,0.5995,0.6,0.5995,0.6,0,1
1,0.016549422,0.0,0.0,0,1,0.0,0.016549,0.0,0.016549422,0,1
7,0.00315732,0.0,103.55,1,5,5.25,0.875526,5.25,5.25315732,0,1
2,0.0009072,0.0,0.0,1,1,0.999093,1.0,0.9990928,1.0,0,1
6,0.00090924,2754.12,517.46,3,3,0.7146859999999999,0.714989,2.14405764,2.14496688,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.001861,205478.96,0.0,2,1,0.268295,0.538451,0.53659,0.538451,0,1
3,0.002016,0.0,7.92,1,2,0.5539569999999999,0.277986,0.55395688,0.55597288,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
10,0.0021168,1429.75,774.61,7,3,0.172492,0.403186,1.2074421999999998,1.209559,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0008609999999999,0.0,0.0,1,1,1.082118,1.082979,1.08211769,1.08297869,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
14,0.00216519,0.0,397.94,1,8,5.99,0.460936,5.99,5.99216519,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
4,0.01211453,1901.95,29.07,2,2,0.035943,0.042,0.07188547,0.084,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
7,0.0009066,0.0,682.27,1,6,4.682,0.7804840000000001,4.682,4.6829066,0,1
4,0.001,1924.33,1250.11,2,2,0.162,0.1625,0.324,0.325,0,1
2,8.4e-05,0.0,0.0,1,1,0.999916,1.0,0.999916,1.0,0,1
8,0.002415,6265.95,9215.1,4,3,0.235772,0.393758,1.178860413,1.181275413,0,1
12,0.0008609999999999,0.0,135.21,1,7,5.867916999999999,0.533525,5.867917227,5.868778227000001,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
11,0.006570635,644.13,1899.37,3,6,1.091034,0.624387,4.364135758,4.370706393,0,1
7,0.0017219999999999,386.54,304.4,1,3,2.493892,0.997901,4.98778365,4.98950565,0,1
4,0.00615,0.0,459.27,1,3,3.13573,1.047293,3.135730008,3.141880008,0,1
2,0.00084,0.0,0.0,1,1,0.09916,0.1,0.09916,0.1,0,1
1,0.03212758,0.0,0.0,0,1,0.0,0.032128,0.0,0.03212758,0,1
3,0.000966,0.0,2697.0,1,2,0.899034,0.45,0.899034,0.9,0,1
2,0.01,0.0,0.0,1,1,0.99,1.0,0.99,1.0,0,1
6,0.000231,0.0,471.97,1,4,3.342858,0.668618,3.34285836,3.34308936,0,1
10,0.0017219999999999,3200.23,203.95,2,8,2.241825,0.560671,4.483649400000001,4.485371400000001,0,1
4,0.0008609999999999,0.0,1160.19,1,3,1.188662,0.396508,1.18866162,1.18952262,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.000441,0.0,0.0,1,1,0.499559,0.5,0.499559,0.5,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
8,0.00105,0.0,137.82,1,7,4.099867,0.585845,4.099866798,4.100916798,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
12,0.002961,84.34,818.65,1,8,0.17759,0.089165,0.71036036,0.71332136,0,1
2,0.00312,0.0,0.0,1,1,0.09688,0.1,0.09688,0.1,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.09,0.0,0.0,1,1,1.0,1.09,1.0,1.09,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.0017543,908.79,0.0,2,1,0.27399,0.5497340000000001,0.54798,0.5497343000000001,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.5490510000000001,0.549912,0.54905114,0.54991214,0,1
3,0.000483,0.0,205.21,1,2,0.799517,0.4,0.799517,0.8,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.00105,0.0,11.06,1,2,1.19895,0.6,1.19895,1.2,0,1
3,0.002079,0.0,31.25,1,2,1.021451,0.5117649999999999,1.02145147,1.02353047,0,1
7,-0.03276489,34595.15,79244.84,4,3,0.033316,0.0335,0.13326489,0.1005,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
7,0.002583,560.34,2145.54,1,4,0.7798689999999999,0.585547,2.339606277,2.342189277,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.328139,0.329,0.328139,0.329,0,1
4,0.001449,23534.96,0.0,3,1,0.03285,0.1,0.098551,0.1,0,1
2,0.005322,0.0,0.0,1,1,2.66,2.665322,2.66,2.665322,0,1
11,0.001512,2897.01,1264.69,2,8,0.742829,0.27875,2.228488,2.23,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.4991390000000001,0.5,0.4991390000000001,0.5,0,1
6,0.00105,0.0,1905.25,1,5,5.959353,1.192081,5.95935347,5.96040347,0,1
3,0.0324349,0.0,2648.0,1,2,4.124013,2.078224,4.12401274,4.15644764,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
7,0.00166152,118640.18,4175.21,2,5,1.413655,0.5657939999999999,2.82730941,2.82897093,0,1
4,0.00021,3.64,46076.51,2,1,0.0,0.000105,0.0,0.00021,0,1
67,0.074232629,19045.57,1436.76,7,48,0.322818,0.064736,3.551,3.625232629,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.001953,0.0,0.0,1,1,0.988047,0.99,0.988047,0.99,0,1
4,0.01,13.39,18.83,1,2,0.295,0.3,0.59,0.6,0,1
6,0.001323,255.08,786.28,3,3,0.837326,0.837767,2.511977,2.5133,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
6,0.007011,21089.88,197.13,2,3,1.513062,0.7582840000000001,3.02612414,3.03313514,0,1
3,0.00126,262976.0,0.0,2,1,0.09937,0.2,0.19874,0.2,0,1
14,0.006027,8123.18,145.25,7,7,0.170796,0.171657,1.195573,1.2016,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.000378,0.0,1829.47,1,2,1.199622,0.6,1.199622,1.2,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.4991390000000001,0.5,0.4991390000000001,0.5,0,1
4,0.00740802,0.0,278.24,1,3,2.24,0.7491359999999999,2.24,2.24740802,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.0161179,0.0,1.5,1,2,1.05,0.5330590000000001,1.05,1.0661178999999998,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.001,0.0,0.0,1,1,0.499,0.5,0.499,0.5,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
3,0.0008609999999999,0.0,18.87,1,2,2.199139,1.1,2.199139,2.2,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.999139,1.0,0.999139,1.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
9,0.00165,177.23,1611.54,1,2,0.199667,0.100108,0.599,0.60065,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
23,0.015651131,9968.23,134.86,14,6,0.402737,0.628218,5.638315,5.653966131000002,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0008609999999999,0.0,0.0,1,1,0.058953,0.059814,0.05895325,0.05981425,0,1
5,0.001,0.0,91.96,1,4,2.802929,0.700982,2.80292923,2.80392923,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
9,0.004011,1935.0,350.97,2,5,1.402323,0.7018300000000001,4.206968652,4.210979652,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
12,0.004305,902.44,864.93,3,8,0.810282,0.405679,3.241126703,3.245431703,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,2.1e-05,0.0,0.0,1,1,0.223466,0.223487,0.223466,0.223487,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
29,0.001877964,6115.58,14433.33,14,6,0.04494,0.141508,0.988681416,0.99055938,0,1
3,0.000525,0.0,225.3,1,2,1.599475,0.8,1.599475,1.6,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
7,0.0017219999999999,102.28,182.21,1,5,0.997142,0.399201,1.99428449,1.99600649,0,1
2,0.001,0.0,0.0,1,1,0.499,0.5,0.499,0.5,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
2,0.0001,0.0,0.0,1,1,0.062011,0.062111,0.06201112,0.06211112,0,1
4,0.000483,0.0,545.32,1,3,2.694659,0.898381,2.69465915,2.69514215,0,1
2,0.001,0.0,0.0,1,1,0.309,0.31,0.309,0.31,0,1
9,0.00105,0.0,1991.16,1,8,3.170798,0.396481,3.170798347,3.171848347,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
14,0.0043799999999999,7933.56,8059.66,6,4,0.109736,0.1984,0.98762,0.992,0,1
17,0.003528,2832.43,12801.78,7,3,0.351414,0.31276,2.811315618,2.8148436180000003,0,1
0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1
11,0.00105,0.0,233.2,1,10,4.146744,0.414779,4.14674412,4.14779412,0,1
1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
5,0.000965448,109827.33,1129.82,2,3,1.499517,1.0,2.999034552,3.0,0,1
3,0.0008609999999999,0.0,5.92,1,2,2.237744,1.1193030000000002,2.237744114,2.238605114,0,1
11,0.000441,0.0,175.44,1,10,4.473939,0.447438,4.47393863,4.47437963,0,1
3,0.002079,0.0,1245.03,1,2,1.1329209999999998,0.5675,1.1329209999999998,1.135,0,1
7,0.00202372,5705.33,408.6,2,5,1.780129,0.712457,3.5602588,3.56228252,0,1
7,0.002079,0.0,108.63,1,5,5.116626,0.853118,5.11662616,5.11870516,0,1
